epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.04366471618413925,4.159585475921631,NA,NA
1,0.0487329438328743,3.9647622108459473,NA,NA
2,0.05224171653389931,3.801323413848877,NA,NA
3,0.05808966979384422,3.6600165367126465,NA,NA
4,0.05497075989842415,3.543301582336426,NA,NA
5,0.07173489034175873,3.4349825382232666,NA,NA
6,0.07914230227470398,3.3327348232269287,NA,NA
7,0.07719298452138901,3.267728567123413,NA,NA
8,0.09161793440580368,3.19156813621521,NA,NA
9,0.08382066339254379,3.1573598384857178,NA,NA
10,0.08693957328796387,3.1098008155822754,NA,NA
11,0.09551656991243362,3.060197114944458,NA,NA
12,0.09707602113485336,3.0191538333892822,NA,NA
13,0.10604288429021835,2.9678962230682373,NA,NA
14,0.11189083755016327,2.934319257736206,NA,NA
15,0.11500974744558334,2.8699843883514404,NA,NA
16,0.1294347047805786,2.820168972015381,NA,NA
17,0.12631578743457794,2.800610065460205,NA,NA
18,0.12397661060094833,2.7861928939819336,NA,NA
19,0.12436646968126297,2.756929874420166,NA,NA
20,0.131384015083313,2.723240613937378,NA,NA
21,0.13060428202152252,2.6918768882751465,NA,NA
22,0.12865497171878815,2.6861252784729004,NA,NA
23,0.12397661060094833,2.658447265625,NA,NA
24,0.13411305844783783,2.6263279914855957,NA,NA
25,0.131384015083313,2.622544050216675,NA,NA
26,0.14113061130046844,2.625230073928833,NA,NA
27,0.13450291752815247,2.633802890777588,NA,NA
28,0.13879142701625824,2.606039047241211,NA,NA
29,0.1497076004743576,2.566411018371582,NA,NA
30,0.13645224273204803,2.610875368118286,NA,NA
31,0.1450292468070984,2.567429542541504,NA,NA
32,0.1497076004743576,2.5750532150268555,NA,NA
33,0.14931774139404297,2.524810314178467,NA,NA
34,0.15438596904277802,2.556464672088623,NA,NA
35,0.15360623598098755,2.5281152725219727,NA,NA
36,0.15399609506130219,2.5118420124053955,NA,NA
37,0.15906432271003723,2.4908790588378906,NA,NA
38,0.1699805110692978,2.4551777839660645,NA,NA
39,0.172319695353508,2.4849658012390137,NA,NA
40,0.172319695353508,2.4600117206573486,NA,NA
41,0.1575048714876175,2.4722766876220703,NA,NA
42,0.17426900565624237,2.4597151279449463,NA,NA
43,0.16764132678508759,2.4582996368408203,NA,NA
44,0.1812865436077118,2.42511248588562,NA,NA
45,0.1972709596157074,2.385917901992798,NA,NA
46,0.1894736886024475,2.36875319480896,NA,NA
47,0.1883040964603424,2.364701747894287,NA,NA
48,0.18440546095371246,2.370163917541504,NA,NA
49,0.1871345043182373,2.3863630294799805,NA,NA
50,0.1586744636297226,2.574610948562622,NA,NA
51,0.19181287288665771,2.3550631999969482,NA,NA
52,0.1894736886024475,2.3924601078033447,NA,NA
53,0.19688108563423157,2.3411946296691895,NA,NA
54,0.2085769921541214,2.3206679821014404,NA,NA
55,0.2132553607225418,2.2755980491638184,NA,NA
56,0.19415204226970673,2.340238094329834,NA,NA
57,0.2074074000120163,2.2998745441436768,NA,NA
58,0.20272904634475708,2.3077468872070312,NA,NA
59,0.20935672521591187,2.295166015625,NA,NA
60,0.20350876450538635,2.295567274093628,NA,NA
61,0.2144249528646469,2.2680394649505615,NA,NA
62,0.23079921305179596,2.2374508380889893,NA,NA
63,0.2120857685804367,2.274360179901123,NA,NA
64,0.2370370328426361,2.2285821437835693,NA,NA
65,0.2144249528646469,2.228076934814453,NA,NA
66,0.24054580926895142,2.211115598678589,NA,NA
67,0.23781676590442657,2.2214837074279785,NA,NA
68,0.24639375507831573,2.1983611583709717,NA,NA
69,0.23157894611358643,2.236420154571533,NA,NA
70,0.2506822645664215,2.2355148792266846,NA,NA
71,0.2257310003042221,2.2712292671203613,NA,NA
72,0.23391813039779663,2.195920467376709,NA,NA
73,0.2393762171268463,2.1909780502319336,NA,NA
74,0.2643274962902069,2.134680986404419,NA,NA
75,0.2530214488506317,2.139399528503418,NA,NA
76,0.26822611689567566,2.172410011291504,NA,NA
77,0.26237815618515015,2.138378858566284,NA,NA
78,0.265497088432312,2.1714959144592285,NA,NA
79,0.29083821177482605,2.1074531078338623,NA,NA
80,0.2810916304588318,2.117454767227173,NA,NA
81,0.2892787456512451,2.078089475631714,NA,NA
82,0.2877193093299866,2.1045126914978027,NA,NA
83,0.3064327538013458,2.037224054336548,NA,NA
84,0.3005847930908203,2.0333776473999023,NA,NA
85,0.3103313744068146,2.0226552486419678,NA,NA
86,0.2697855830192566,2.164771795272827,NA,NA
87,0.3118908405303955,2.0357980728149414,NA,NA
88,0.3037036955356598,2.0680313110351562,NA,NA
89,0.2904483377933502,2.0761072635650635,NA,NA
90,0.33411306142807007,1.9874310493469238,NA,NA
91,0.2923976480960846,2.1010663509368896,NA,NA
92,0.3001949191093445,2.086259126663208,NA,NA
93,0.3013645112514496,1.9894200563430786,NA,NA
94,0.3037036955356598,2.076570987701416,NA,NA
95,0.3138401508331299,2.005486011505127,NA,NA
96,0.317738801240921,1.9994539022445679,NA,NA
97,0.3368421196937561,1.987383484840393,NA,NA
98,0.3200779855251312,2.0146331787109375,NA,NA
99,0.33606237173080444,1.9597793817520142,NA,NA
100,0.344639390707016,1.942395567893982,NA,NA
101,0.3380116820335388,1.9414371252059937,NA,NA
102,0.3399610221385956,1.9509598016738892,NA,NA
103,0.33606237173080444,1.9169830083847046,NA,NA
104,0.3539960980415344,1.9105583429336548,NA,NA
105,0.3263157904148102,2.011662006378174,NA,NA
106,0.3469785451889038,1.8753033876419067,NA,NA
107,0.32943469285964966,1.9520164728164673,NA,NA
108,0.35867446660995483,1.8947513103485107,NA,NA
109,0.3415204584598541,1.954084038734436,NA,NA
110,0.36335283517837524,1.91206693649292,NA,NA
111,0.35867446660995483,1.905752182006836,NA,NA
112,0.3196881115436554,1.9875999689102173,NA,NA
113,0.3516569137573242,1.8857884407043457,NA,NA
114,0.3614034950733185,1.8464300632476807,NA,NA
115,0.3719298243522644,1.876232385635376,NA,NA
116,0.36998051404953003,1.8436323404312134,NA,NA
117,0.3625730872154236,1.8406840562820435,NA,NA
118,0.3536062240600586,1.885758399963379,NA,NA
119,0.3637426793575287,1.8388580083847046,NA,NA
120,0.3641325533390045,1.8335615396499634,NA,NA
121,0.37699803709983826,1.850067138671875,NA,NA
122,0.36452242732048035,1.8740782737731934,NA,NA
123,0.3898635506629944,1.8013275861740112,NA,NA
124,0.3664717376232147,1.841299057006836,NA,NA
125,0.3832358717918396,1.807959794998169,NA,NA
126,0.385185182094574,1.8132108449935913,NA,NA
127,0.39961013197898865,1.749999761581421,NA,NA
128,0.3808966875076294,1.846300721168518,NA,NA
129,0.36335283517837524,1.8738833665847778,NA,NA
130,0.38284599781036377,1.7751517295837402,NA,NA
131,0.39298245310783386,1.8163594007492065,NA,NA
132,0.3832358717918396,1.7966996431350708,NA,NA
133,0.39844053983688354,1.728663682937622,NA,NA
134,0.36920076608657837,1.8351223468780518,NA,NA
135,0.385185182094574,1.81087064743042,NA,NA
136,0.40194931626319885,1.7321405410766602,NA,NA
137,0.37115010619163513,1.8335773944854736,NA,NA
138,0.38362574577331543,1.756072998046875,NA,NA
139,0.40194931626319885,1.7808955907821655,NA,NA
140,0.378947377204895,1.7935118675231934,NA,NA
141,0.37933722138404846,1.7830697298049927,NA,NA
142,0.40662768483161926,1.7176154851913452,NA,NA
143,0.3785575032234192,1.800922155380249,NA,NA
144,0.3910331428050995,1.7836146354675293,NA,NA
145,0.39961013197898865,1.738717794418335,NA,NA
146,0.39649122953414917,1.7259386777877808,NA,NA
147,0.4113060534000397,1.733621597290039,NA,NA
148,0.41442495584487915,1.7383064031600952,NA,NA
149,0.41013646125793457,1.709030270576477,NA,NA
150,0.40311890840530396,1.7695918083190918,NA,NA
151,0.42573100328445435,1.6515520811080933,NA,NA
152,0.4276803135871887,1.6674026250839233,NA,NA
153,0.38284599781036377,1.7977571487426758,NA,NA
154,0.4128654897212982,1.7409602403640747,NA,NA
155,0.4206627607345581,1.6961674690246582,NA,NA
156,0.3933723270893097,1.7456705570220947,NA,NA
157,0.4136452376842499,1.6959757804870605,NA,NA
158,0.4296296238899231,1.7008239030838013,NA,NA
159,0.39376217126846313,1.7870292663574219,NA,NA
160,0.4319688081741333,1.6591870784759521,NA,NA
161,0.4128654897212982,1.7053027153015137,NA,NA
162,0.40584796667099,1.730414628982544,NA,NA
163,0.42144250869750977,1.6695637702941895,NA,NA
164,0.4409356713294983,1.6379201412200928,NA,NA
165,0.437426894903183,1.625586748123169,NA,NA
166,0.4413255453109741,1.6899642944335938,NA,NA
167,0.44600388407707214,1.6346689462661743,NA,NA
168,0.44951266050338745,1.6113303899765015,NA,NA
169,0.4413255453109741,1.6262760162353516,NA,NA
170,0.4502924084663391,1.6389981508255005,NA,NA
171,0.4354775846004486,1.6381137371063232,NA,NA
172,0.4226120710372925,1.6758102178573608,NA,NA
173,0.4487329423427582,1.65677011013031,NA,NA
174,0.4163742661476135,1.692954421043396,NA,NA
175,0.43040934205055237,1.6211185455322266,NA,NA
176,0.4615984261035919,1.5745514631271362,NA,NA
177,0.3945419192314148,1.7887591123580933,NA,NA
178,0.4456140398979187,1.6422935724258423,NA,NA
179,0.4604288637638092,1.6009588241577148,NA,NA
180,0.46432748436927795,1.5613528490066528,NA,NA
181,0.4350877106189728,1.6668208837509155,NA,NA
182,0.4615984261035919,1.6146680116653442,NA,NA
183,0.4592592716217041,1.6189543008804321,NA,NA
184,0.4389863610267639,1.69340980052948,NA,NA
185,0.4557504951953888,1.5908037424087524,NA,NA
186,0.471734881401062,1.6175016164779663,NA,NA
187,0.4226120710372925,1.707587718963623,NA,NA
188,0.4783625602722168,1.5324301719665527,NA,NA
189,0.4736842215061188,1.5536210536956787,NA,NA
190,0.462768018245697,1.6174191236495972,NA,NA
191,0.47446393966674805,1.5592305660247803,NA,NA
192,0.4639376103878021,1.5722651481628418,NA,NA
193,0.4842105209827423,1.5530649423599243,NA,NA
194,0.4861598312854767,1.5394985675811768,NA,NA
195,0.5033138394355774,1.5291615724563599,NA,NA
196,0.48693957924842834,1.5289807319641113,NA,NA
197,0.45730993151664734,1.5838525295257568,NA,NA
198,0.4966861605644226,1.5203644037246704,NA,NA
199,0.46783626079559326,1.546674370765686,NA,NA
200,0.4729044735431671,1.5804362297058105,NA,NA
201,0.489668607711792,1.5699204206466675,NA,NA
202,0.4842105209827423,1.5012818574905396,NA,NA
203,0.492397665977478,1.5486485958099365,NA,NA
204,0.47992202639579773,1.5233831405639648,NA,NA
205,0.4421052634716034,1.7435085773468018,NA,NA
206,0.5099415183067322,1.4900150299072266,NA,NA
207,0.4951266944408417,1.5011495351791382,NA,NA
208,0.4912280738353729,1.536881685256958,NA,NA
209,0.5157894492149353,1.497070550918579,NA,NA
210,0.5196881294250488,1.4699366092681885,NA,NA
211,0.5091617703437805,1.521602988243103,NA,NA
212,0.5017544031143188,1.5206053256988525,NA,NA
213,0.5341130495071411,1.4115391969680786,NA,NA
214,0.5247563123703003,1.4558994770050049,NA,NA
215,0.5185185074806213,1.4693069458007812,NA,NA
216,0.5021442770957947,1.5142381191253662,NA,NA
217,0.5157894492149353,1.4468069076538086,NA,NA
218,0.5196881294250488,1.472604513168335,NA,NA
219,0.4783625602722168,1.6523513793945312,NA,NA
220,0.4385964870452881,1.7347774505615234,NA,NA
